sentenceid,scale,codeCrowd,NcodedCrowd,NCrowd,SECrowd,goldCrowd,codeExperts,NcodedExperts,NExperts,SEExperts,codeSemiExperts,NcodedSemiExperts,NSemiExperts,SESemiExperts,manifestoid,party,year
10000981,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10000981,Economic,.40000001,15,897,.022398766,nongold,1,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10000981,Social,0,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10000991,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10000991,Economic,.93548387,124,897,.022398766,nongold,1.3333334,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10000991,Social,-.14285715,14,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001001,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001001,Economic,1,63,897,.022398766,nongold,1.375,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001001,Social,.10526316,38,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001011,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001011,Economic,.625,8,897,.022398766,nongold,1.1666666,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001011,Social,-.5714286,7,783,.029228823,nongold,1,1,215,.057679296,,,,,Con 1987,Conservatives,1987
10001021,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001021,Economic,,,,,,1.1666666,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001021,Social,.61538464,13,783,.029228823,nongold,1.5,2,215,.057679296,,,,,Con 1987,Conservatives,1987
10001031,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001031,Economic,1.1794872,39,897,.022398766,nongold,1.3333334,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001031,Social,-.2173913,23,783,.029228823,nongold,-2,1,215,.057679296,,,,,Con 1987,Conservatives,1987
10001041,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001041,Economic,.53846157,13,897,.022398766,nongold,1,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001041,Social,-.80000001,5,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001051,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001051,Economic,.98076922,52,897,.022398766,nongold,1.8571428,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001051,Social,.055555556,18,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001061,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001061,Economic,.53846157,13,897,.022398766,nongold,.875,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001061,Social,1.25,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001071,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001071,Economic,.82352942,17,897,.022398766,nongold,1,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001071,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001081,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001081,Economic,.84615386,13,897,.022398766,nongold,1,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001081,Social,1.3333334,3,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001091,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001091,Economic,.86419755,81,897,.022398766,nongold,1.25,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001091,Social,-1,9,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001101,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001101,Economic,1.125,8,897,.022398766,nongold,1,2,779,.029833695,,,,,Con 1987,Conservatives,1987
10001101,Social,0,2,783,.029228823,nongold,1,1,215,.057679296,,,,,Con 1987,Conservatives,1987
10001111,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001111,Economic,.125,8,897,.022398766,nongold,.75,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001111,Social,-1,2,783,.029228823,nongold,1,1,215,.057679296,,,,,Con 1987,Conservatives,1987
10001121,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001121,Economic,.7011494,87,897,.022398766,nongold,1,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001121,Social,-.2857143,14,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001131,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001131,Economic,.85714287,14,897,.022398766,nongold,1,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001131,Social,-.33333334,3,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001141,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001141,Economic,.64705884,17,897,.022398766,nongold,.80000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001141,Social,2,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001151,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001151,Economic,.53846157,13,897,.022398766,nongold,.80000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001151,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001161,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001161,Economic,.8888889,9,897,.022398766,nongold,1,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001171,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001171,Economic,.35714287,14,897,.022398766,nongold,.60000002,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001181,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001181,Economic,.06666667,15,897,.022398766,nongold,.83333331,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001181,Social,0,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001191,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001191,Economic,.36486486,74,897,.022398766,nongold,1.1666666,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001191,Social,2,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001201,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001201,Economic,.31578946,19,897,.022398766,nongold,.75,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001211,None,,,,,,,0,0,,,,,,Con 1987,Conservatives,1987
10001211,Economic,-1.1578947,19,897,.022398766,nongold,-.71428573,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001211,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001221,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001221,Economic,-.47058824,17,897,.022398766,nongold,-.71428573,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001221,Social,1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001231,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001231,Economic,-.78571427,14,897,.022398766,nongold,-.5,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001231,Social,-1.5,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001241,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001241,Economic,.60000002,15,897,.022398766,nongold,.33333334,3,779,.029833695,,,,,Con 1987,Conservatives,1987
10001241,Social,-.40000001,5,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001251,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001251,Economic,.41176471,17,897,.022398766,nongold,1,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001251,Social,-.5,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001261,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001261,Economic,.41176471,17,897,.022398766,nongold,1,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001261,Social,0,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001271,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001271,Economic,0,11,897,.022398766,nongold,.33333334,9,779,.029833695,,,,,Con 1987,Conservatives,1987
10001271,Social,.5,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001281,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001281,Economic,-.2,10,897,.022398766,nongold,.5,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001281,Social,-1,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001291,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001291,Economic,-.083333336,12,897,.022398766,nongold,.5,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001291,Social,0,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001301,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001301,Economic,0,7,897,.022398766,nongold,0,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001301,Social,-.2857143,7,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001311,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001311,Economic,-.27272728,11,897,.022398766,nongold,.25,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001311,Social,-.83333331,6,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001321,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001321,Economic,-.21052632,19,897,.022398766,nongold,.33333334,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001331,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001331,Economic,-.22222222,9,897,.022398766,nongold,0,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001331,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001341,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001341,Economic,.30769232,13,897,.022398766,nongold,.5,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001341,Social,-.33333334,3,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001351,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001351,Economic,-.61538464,13,897,.022398766,nongold,-.25,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001351,Social,-.5,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001361,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001361,Economic,-.41666666,12,897,.022398766,nongold,.25,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001361,Social,-2,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001371,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001371,Economic,-.6875,16,897,.022398766,nongold,-.40000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001371,Social,-1,3,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001381,None,,,,,,,0,0,,,,,,Con 1987,Conservatives,1987
10001381,Economic,-1,13,897,.022398766,nongold,-.83333331,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001381,Social,-.85714287,7,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001391,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001391,Economic,-.33333334,6,897,.022398766,nongold,0,3,779,.029833695,,,,,Con 1987,Conservatives,1987
10001391,Social,1.5,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001401,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001401,Economic,.4375,16,897,.022398766,nongold,.5,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001411,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001411,Economic,1.0227273,88,897,.022398766,nongold,1.1666666,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001411,Social,.25,8,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001421,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001421,Economic,.92307693,13,897,.022398766,nongold,.2,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001421,Social,1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001431,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001431,Economic,.41176471,17,897,.022398766,nongold,.80000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001431,Social,0,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001441,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001441,Economic,.44444445,18,897,.022398766,nongold,1,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001441,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001451,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001451,Economic,0,12,897,.022398766,nongold,.5,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001451,Social,-1,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001461,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001461,Economic,.071428575,14,897,.022398766,nongold,.80000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001461,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001471,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001471,Economic,-.41666666,12,897,.022398766,nongold,-.16666667,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001471,Social,-.75,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001481,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001481,Economic,.14285715,14,897,.022398766,nongold,.5714286,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001481,Social,1,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001491,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001491,Economic,-.58823532,17,897,.022398766,nongold,-.75,8,779,.029833695,,,,,Con 1987,Conservatives,1987
10001491,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001501,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001501,Economic,-.69230771,13,897,.022398766,nongold,-.80000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001501,Social,-.5,6,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001511,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001511,Economic,-1,2,897,.022398766,nongold,-1,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001511,Social,-.25,16,783,.029228823,nongold,1,1,215,.057679296,,,,,Con 1987,Conservatives,1987
10001521,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001521,Economic,-.2,5,897,.022398766,nongold,-.16666667,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001521,Social,0,9,783,.029228823,nongold,0,1,215,.057679296,,,,,Con 1987,Conservatives,1987
10001531,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001531,Economic,-.090909094,11,897,.022398766,nongold,0,3,779,.029833695,,,,,Con 1987,Conservatives,1987
10001531,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001541,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001541,Economic,1,6,897,.022398766,nongold,.2,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001541,Social,.66666669,3,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001551,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001551,Economic,0,10,897,.022398766,nongold,.33333334,3,779,.029833695,,,,,Con 1987,Conservatives,1987
10001551,Social,-1,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001561,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001561,Economic,.07692308,13,897,.022398766,nongold,1.4285715,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001561,Social,0,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001571,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001571,Economic,.27272728,55,897,.022398766,nongold,1,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001571,Social,-.46666667,15,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001581,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001581,Economic,-.125,8,897,.022398766,nongold,1.1666666,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001581,Social,-1,5,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001591,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001591,Economic,-.14285715,7,897,.022398766,nongold,0,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001591,Social,-.71428573,7,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001601,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001601,Economic,.090909094,11,897,.022398766,nongold,1.1666666,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001601,Social,-.75,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001611,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001611,Economic,.2,5,897,.022398766,nongold,.60000002,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001611,Social,-.75,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001621,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001621,Economic,0,11,897,.022398766,nongold,0,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001621,Social,.5,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001631,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001631,Economic,-.35714287,14,897,.022398766,nongold,-.2,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001631,Social,-.5714286,7,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001641,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001641,Economic,.15384616,13,897,.022398766,nongold,-.25,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001641,Social,0,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001651,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001651,Economic,-.071428575,14,897,.022398766,nongold,.80000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001651,Social,.25,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001661,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001661,Economic,-.76923078,13,897,.022398766,nongold,-.2,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001661,Social,0,3,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001671,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001671,Economic,.2857143,7,897,.022398766,nongold,0,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001671,Social,-.5,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001681,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001681,Economic,-.18181819,11,897,.022398766,nongold,0,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001681,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001691,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001691,Economic,0,13,897,.022398766,nongold,-.2,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001691,Social,1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001701,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001701,Economic,.61538464,13,897,.022398766,nongold,0,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001701,Social,1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001711,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001711,Economic,.071428575,14,897,.022398766,nongold,.5,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001711,Social,1.5,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001721,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001721,Economic,.5,16,897,.022398766,nongold,.80000001,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001721,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001731,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001731,Economic,.083333336,12,897,.022398766,nongold,.33333334,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001731,Social,-1,3,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001741,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001741,Economic,.83561641,73,897,.022398766,nongold,1.4285715,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001741,Social,2,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001751,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001751,Economic,.47368422,19,897,.022398766,nongold,.5,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001751,Social,0,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001761,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001761,Economic,.29411766,17,897,.022398766,nongold,.83333331,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001761,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001771,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001771,Economic,.5625,16,897,.022398766,nongold,.5714286,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001771,Social,1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001781,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001781,Economic,.72222221,18,897,.022398766,nongold,1,6,779,.029833695,,,,,Con 1987,Conservatives,1987
10001791,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001791,Economic,1,6,897,.022398766,nongold,.75,4,779,.029833695,,,,,Con 1987,Conservatives,1987
10001791,Social,2,2,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001801,None,,0,0,,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001801,Economic,.73469388,98,897,.022398766,nongold,1.2222222,9,779,.029833695,,,,,Con 1987,Conservatives,1987
10001801,Social,-.75,4,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001811,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001811,Economic,.5714286,14,897,.022398766,nongold,.60000002,5,779,.029833695,,,,,Con 1987,Conservatives,1987
10001821,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001821,Economic,.5,8,897,.022398766,nongold,.71428573,7,779,.029833695,,,,,Con 1987,Conservatives,1987
10001821,Social,-1,1,783,.029228823,nongold,,,,,,,,,Con 1987,Conservatives,1987
10001831,None,,0,0,,nongold,,0,0,,,,,,Con 1987,Conservatives,1987
10001831,Economic,.83018869,106,897,.022398766,nongold,1.375,8,779,.029833695,,,,,Con 1987,Conservatives,1987
