sentenceid,scale,codeCrowd,NcodedCrowd,NCrowd,SECrowd,goldCrowd,codeExperts,NcodedExperts,NExperts,SEExperts,codeSemiExperts,NcodedSemiExperts,NSemiExperts,SESemiExperts,manifestoid,party,year
1100004791,Economic,-.33333334,3,459,.03440538,nongold,-.25,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004791,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100004801,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004801,Economic,.5,4,459,.03440538,nongold,0,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004811,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004811,Economic,1,2,459,.03440538,nongold,0,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004821,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004821,Economic,.25,4,459,.03440538,nongold,1,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004831,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004831,Economic,0,4,459,.03440538,nongold,.60000002,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004841,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004841,Economic,0,4,459,.03440538,nongold,.5,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004851,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004851,Economic,.5,4,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004861,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100004861,Economic,.75,4,459,.03440538,nongold,1.6666666,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004871,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100004871,Economic,-.2,5,459,.03440538,nongold,-.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004881,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004881,Economic,0,3,459,.03440538,nongold,-.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004881,Social,.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100004891,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004891,Economic,1,1,459,.03440538,nongold,.60000002,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004891,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100004901,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004901,Economic,-.33333334,3,459,.03440538,nongold,-.66666669,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004911,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004911,Economic,-.66666669,3,459,.03440538,nongold,-.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004921,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004921,Economic,-.66666669,3,459,.03440538,nongold,-.40000001,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004921,Social,0,1,280,.05688367,nongold,-1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100004931,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100004931,Economic,-1,2,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004931,Social,-1,3,280,.05688367,nongold,-1.25,4,151,.060030621,,,,,Con 2001,Conservatives,2001
1100004941,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004941,Economic,.5,2,459,.03440538,nongold,-.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004941,Social,-1,1,280,.05688367,nongold,-1,3,151,.060030621,,,,,Con 2001,Conservatives,2001
1100004951,Economic,-.80000001,5,459,.03440538,nongold,0,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004951,Social,-2,1,280,.05688367,nongold,-1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100004961,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100004961,Economic,-.25,4,459,.03440538,nongold,.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004961,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100004971,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100004971,Economic,-1,5,459,.03440538,nongold,-.25,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004971,Social,,,,,,-1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100004981,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004981,Economic,-.5,2,459,.03440538,nongold,.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100004981,Social,-2,1,280,.05688367,nongold,-1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100004991,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100004991,Social,-.5,2,280,.05688367,nongold,-.85714287,7,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005001,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005001,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005001,Social,.5,2,280,.05688367,nongold,-1.1666666,6,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005011,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005011,Economic,1,1,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005011,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005021,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005021,Economic,.5,2,459,.03440538,nongold,1.3333334,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005021,Social,2,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005031,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005031,Economic,-.75,4,459,.03440538,nongold,.5,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005041,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005041,Economic,-.33333334,3,459,.03440538,nongold,.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005041,Social,1.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005051,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005051,Economic,.5,4,459,.03440538,nongold,.60000002,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005061,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005061,Economic,.33333334,3,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005061,Social,1,1,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005071,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005071,Economic,-1,1,459,.03440538,nongold,.5,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005081,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005081,Economic,,,,,,.66666669,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005081,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005091,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005091,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005091,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005101,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005101,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005111,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005111,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005111,Social,.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005121,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005121,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005131,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005131,Economic,.60000002,5,459,.03440538,nongold,.80000001,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005141,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005141,Economic,.2,5,459,.03440538,nongold,.83333331,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005151,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005151,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005151,Social,1,2,280,.05688367,nongold,1,2,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005161,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005161,Social,-1,1,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005171,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005171,Social,1,1,280,.05688367,nongold,0,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005181,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005191,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005191,Economic,-.75,4,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005191,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005201,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005201,Economic,-1,2,459,.03440538,nongold,-.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005201,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005211,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005211,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005211,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005221,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005221,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005221,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005231,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005231,Economic,0,3,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005241,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005241,Economic,-.33333334,3,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005251,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005251,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005261,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005261,Economic,0,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005271,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005271,Economic,.33333334,3,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005281,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005281,Economic,.5,2,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005291,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005301,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005311,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005311,Economic,0,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005321,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005321,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005331,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005331,Economic,1,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005341,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005341,Economic,0,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005351,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005351,Economic,0,5,459,.03440538,nongold,1,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005361,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005361,Economic,.80000001,5,459,.03440538,nongold,1,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005371,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005371,Economic,0,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005381,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005381,Economic,1,4,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005391,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005391,Economic,1,1,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005401,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005401,Economic,1,1,459,.03440538,nongold,-.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005401,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005411,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005411,Economic,.5,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005421,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005431,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005431,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005441,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005441,Economic,.33333334,3,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005451,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005451,Economic,0,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005451,Social,1,1,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005461,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005461,Economic,-.5,2,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005461,Social,1,1,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005471,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005481,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005481,Economic,1,1,459,.03440538,nongold,1,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005481,Social,-.5,2,280,.05688367,nongold,1,2,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005491,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005491,Economic,-.33333334,3,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005491,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005501,Economic,.2,5,459,.03440538,nongold,1,6,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005511,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005511,Economic,0,2,459,.03440538,nongold,.25,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005511,Social,-1.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005521,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005521,Economic,-.5,4,459,.03440538,nongold,-.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005521,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005531,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005531,Economic,,,,,,-.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005531,Social,0,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005541,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005541,Economic,1.25,4,459,.03440538,nongold,.25,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005551,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005551,Economic,-.5,2,459,.03440538,nongold,1.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005561,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005561,Economic,-.5,2,459,.03440538,nongold,0,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005561,Social,1,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005571,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005571,Economic,.5,2,459,.03440538,nongold,-1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005571,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005581,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005581,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005591,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005591,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005591,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005601,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005611,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005611,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005621,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005621,Economic,-2,1,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005621,Social,-.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005631,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005631,Social,0,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005641,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005641,Social,0,2,280,.05688367,nongold,0,2,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005651,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005651,Economic,,,,,,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005651,Social,-.33333334,3,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005661,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005661,Economic,1,3,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005661,Social,1,2,280,.05688367,nongold,1.2,5,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005671,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005671,Economic,1,2,459,.03440538,nongold,.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005671,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005681,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005681,Economic,0,2,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005681,Social,1.5,2,280,.05688367,nongold,1,3,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005691,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005691,Economic,1,1,459,.03440538,nongold,-.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005691,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005701,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005701,Economic,-1,1,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005701,Social,-.5,2,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005711,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005711,Social,1,3,280,.05688367,nongold,1,2,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005721,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005721,Economic,0,2,459,.03440538,nongold,1,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005721,Social,1,2,280,.05688367,nongold,1.3333334,3,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005731,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005731,Social,0,4,280,.05688367,nongold,1.75,4,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005741,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005741,Social,1,2,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100005751,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005751,Economic,0,2,459,.03440538,nongold,1,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005751,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005761,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005761,Economic,-2,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005771,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005771,Economic,.25,4,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005781,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005781,Economic,.40000001,5,459,.03440538,nongold,1.1428572,7,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005791,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005791,Economic,1,5,459,.03440538,nongold,1,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005801,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005801,Economic,.60000002,5,459,.03440538,nongold,1.3333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005811,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005811,Economic,.5,4,459,.03440538,nongold,.66666669,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005811,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005821,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005821,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005831,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005831,Economic,-1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005841,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005841,Economic,0,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005851,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005851,Economic,-.25,4,459,.03440538,nongold,-.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005861,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005861,Economic,.2,5,459,.03440538,nongold,.5,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005871,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005871,Economic,0,5,459,.03440538,nongold,0,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005881,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005881,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005881,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005891,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005891,Economic,-1,1,459,.03440538,nongold,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005901,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005901,Economic,,,,,,0,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005901,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005911,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005911,Economic,0,2,459,.03440538,nongold,1,2,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005911,Social,1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005921,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005921,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005921,Social,0,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005931,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005931,Economic,0,6,459,.03440538,nongold,1,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005941,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005941,Economic,-.33333334,3,459,.03440538,nongold,.75,4,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005951,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005951,Economic,1.25,4,459,.03440538,nongold,.66666669,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005961,None,,,,,,,0,0,,,,,,Con 2001,Conservatives,2001
1100005961,Economic,.2,5,459,.03440538,nongold,-.40000001,5,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005971,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005971,Economic,,,,,,0,1,415,.034149058,,,,,Con 2001,Conservatives,2001
1100005981,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005981,Social,-1,1,280,.05688367,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100005991,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100005991,Social,-.5,2,280,.05688367,nongold,0,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006001,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006001,Economic,1,1,459,.03440538,nongold,,,,,,,,,Con 2001,Conservatives,2001
1100006001,Social,,,,,,-1.5,2,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006011,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006011,Social,,,,,,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006021,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006021,Social,0,2,280,.05688367,nongold,1,1,151,.060030621,,,,,Con 2001,Conservatives,2001
1100006031,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006031,Economic,.66666669,3,459,.03440538,nongold,.33333334,3,415,.034149058,,,,,Con 2001,Conservatives,2001
1100006041,None,,0,0,,nongold,,0,0,,,,,,Con 2001,Conservatives,2001
1100006041,Economic,-.66666669,3,459,.03440538,nongold,0,3,415,.034149058,,,,,Con 2001,Conservatives,2001
