id,category,pos_human,part_id
474,Republican Party,,162
474,Republican Party,53,220
474,Republican Party,36,141
474,Republican Party,87,171
69,Republican Party,,528
69,Republican Party,52,162
69,Republican Party,63,25
69,Republican Party,49,24
69,Republican Party,,143
69,Republican Party,45,341
69,Republican Party,63,141
69,Republican Party,62,220
69,Republican Party,43,313
69,Republican Party,17,466
69,Republican Party,58,359
69,Republican Party,95,532
69,Republican Party,59,196
69,Republican Party,41,171
69,Republican Party,,506
69,Republican Party,,383
69,Republican Party,,496
69,Republican Party,91,582
69,Republican Party,50,90
69,Republican Party,69,458
4,Republican Party,,532
4,Republican Party,59,528
4,Republican Party,35,466
4,Republican Party,44,171
4,Republican Party,33,496
4,Republican Party,11,141
4,Republican Party,26,359
4,Republican Party,31,341
4,Republican Party,37,196
4,Republican Party,43,90
4,Republican Party,,582
4,Republican Party,38,313
4,Republican Party,32,383
4,Republican Party,66,458
4,Republican Party,64,25
4,Republican Party,48,143
4,Republican Party,75,506
4,Republican Party,71,220
4,Republican Party,31,162
4,Republican Party,10,24
287,Republican Party,50,143
287,Republican Party,58,220
287,Republican Party,75,141
287,Republican Party,45,496
287,Republican Party,63,313
287,Republican Party,65,196
287,Republican Party,65,506
287,Republican Party,,90
287,Republican Party,92,532
287,Republican Party,60,162
287,Republican Party,83,25
287,Republican Party,22,359
287,Republican Party,72,582
287,Republican Party,56,341
287,Republican Party,35,383
287,Republican Party,77,171
287,Republican Party,75,24
287,Republican Party,39,466
287,Republican Party,63,458
287,Republican Party,77,528
261,Republican Party,100,90
261,Republican Party,41,532
261,Republican Party,21,24
261,Republican Party,79,582
261,Republican Party,31,458
261,Republican Party,73,496
261,Republican Party,74,141
261,Republican Party,100,466
261,Republican Party,88,313
261,Republican Party,82,220
261,Republican Party,57,25
261,Republican Party,45,341
261,Republican Party,53,171
261,Republican Party,50,359
261,Republican Party,66,196
261,Republican Party,49,383
261,Republican Party,51,143
261,Republican Party,72,528
261,Republican Party,50,162
261,Republican Party,81,506
803,Republican Party,,25
803,Republican Party,56,220
803,Republican Party,,143
803,Republican Party,,341
803,Republican Party,78,582
803,Republican Party,,162
803,Republican Party,,313
803,Republican Party,50,196
803,Republican Party,,141
803,Republican Party,,496
803,Republican Party,,359
803,Republican Party,,528
803,Republican Party,,506
803,Republican Party,,90
803,Republican Party,,171
803,Republican Party,70,532
803,Republican Party,63,458
803,Republican Party,,466
803,Republican Party,,383
803,Republican Party,50,24
791,Republican Party,75,143
791,Republican Party,12,196
791,Republican Party,70,383
791,Republican Party,63,313
791,Republican Party,,582
791,Republican Party,70,359
791,Republican Party,81,496
791,Republican Party,59,25
791,Republican Party,52,24
791,Republican Party,100,171
791,Republican Party,66,162
791,Republican Party,80,220
791,Republican Party,17,528
791,Republican Party,46,341
791,Republican Party,86,466
791,Republican Party,78,141
791,Republican Party,62,458
791,Republican Party,100,90
791,Republican Party,66,532
791,Republican Party,83,506
230,Republican Party,58,141
230,Republican Party,,220
230,Republican Party,,496
230,Republican Party,47,313
230,Republican Party,22,24
230,Republican Party,38,506
230,Republican Party,,143
230,Republican Party,50,196
230,Republican Party,49,341
230,Republican Party,50,528
230,Republican Party,50,383
230,Republican Party,50,162
230,Republican Party,47,171
230,Republican Party,52,25
230,Republican Party,93,532
230,Republican Party,34,466
230,Republican Party,77,582
230,Republican Party,40,458
230,Republican Party,50,359
230,Republican Party,50,90
262,Republican Party,76,220
262,Republican Party,100,383
262,Republican Party,,532
262,Republican Party,61,143
262,Republican Party,65,458
262,Republican Party,95,528
262,Republican Party,84,141
262,Republican Party,86,506
262,Republican Party,100,90
262,Republican Party,100,466
262,Republican Party,66,341
262,Republican Party,77,496
262,Republican Party,63,196
262,Republican Party,100,313
262,Republican Party,80,359
262,Republican Party,100,24
262,Republican Party,77,162
262,Republican Party,95,582
262,Republican Party,100,171
262,Republican Party,79,25
568,Republican Party,,90
568,Republican Party,96,532
568,Republican Party,50,496
568,Republican Party,,341
568,Republican Party,,141
568,Republican Party,77,506
568,Republican Party,,220
568,Republican Party,,313
568,Republican Party,24,143
568,Republican Party,59,196
568,Republican Party,76,458
568,Republican Party,50,383
568,Republican Party,,528
568,Republican Party,,582
568,Republican Party,39,171
568,Republican Party,,359
568,Republican Party,46,162
568,Republican Party,60,25
568,Republican Party,,24
568,Republican Party,,466
832,Republican Party,50,196
832,Republican Party,60,528
832,Republican Party,,25
832,Republican Party,74,220
832,Republican Party,,90
832,Republican Party,,141
832,Republican Party,81,171
832,Republican Party,,162
832,Republican Party,57,143
832,Republican Party,,24
832,Republican Party,44,458
832,Republican Party,60,313
832,Republican Party,,383
832,Republican Party,,466
832,Republican Party,,359
832,Republican Party,,341
832,Republican Party,91,532
832,Republican Party,,496
832,Republican Party,,506
832,Republican Party,,582
817,Republican Party,43,341
817,Republican Party,77,141
817,Republican Party,59,458
817,Republican Party,78,582
817,Republican Party,38,528
817,Republican Party,50,383
817,Republican Party,50,90
817,Republican Party,50,143
817,Republican Party,0,220
817,Republican Party,55,171
817,Republican Party,65,359
817,Republican Party,43,25
817,Republican Party,95,532
817,Republican Party,80,496
817,Republican Party,61,196
817,Republican Party,50,162
817,Republican Party,90,506
817,Republican Party,22,466
817,Republican Party,18,24
817,Republican Party,61,313
105,Republican Party,100,141
105,Republican Party,100,341
105,Republican Party,100,90
105,Republican Party,62,143
105,Republican Party,10,532
105,Republican Party,95,24
105,Republican Party,80,196
105,Republican Party,50,220
105,Republican Party,98,496
105,Republican Party,52,171
105,Republican Party,90,25
105,Republican Party,87,582
105,Republican Party,96,313
105,Republican Party,90,359
105,Republican Party,94,458
105,Republican Party,95,528
105,Republican Party,100,466
105,Republican Party,100,506
105,Republican Party,100,383
105,Republican Party,90,162
433,Democratic Party,13,171
433,Democratic Party,65,25
433,Democratic Party,7,143
433,Democratic Party,53,220
433,Democratic Party,37,141
433,Democratic Party,28,528
433,Democratic Party,66,466
433,Democratic Party,0,383
433,Democratic Party,50,90
433,Democratic Party,65,24
433,Democratic Party,23,162
433,Democratic Party,92,532
433,Democratic Party,53,359
433,Democratic Party,,582
433,Democratic Party,7,313
433,Democratic Party,66,506
433,Democratic Party,71,496
433,Democratic Party,23,196
433,Democratic Party,48,341
433,Democratic Party,21,458
800,Democratic Party,46,359
800,Democratic Party,30,506
800,Democratic Party,20,90
800,Democratic Party,43,341
800,Democratic Party,26,143
800,Democratic Party,2,24
800,Democratic Party,27,162
800,Democratic Party,18,25
800,Democratic Party,17,171
800,Democratic Party,0,383
800,Democratic Party,30,141
800,Democratic Party,0,220
800,Democratic Party,39,466
800,Democratic Party,,196
800,Democratic Party,9,458
800,Democratic Party,18,313
800,Democratic Party,0,528
800,Democratic Party,25,582
800,Democratic Party,70,532
800,Democratic Party,37,496
626,Democratic Party,50,143
626,Democratic Party,8,466
626,Democratic Party,12,313
626,Democratic Party,42,162
626,Democratic Party,60,458
626,Democratic Party,50,90
626,Democratic Party,64,25
626,Democratic Party,65,141
626,Democratic Party,50,196
626,Democratic Party,,341
626,Democratic Party,22,528
626,Democratic Party,50,359
626,Democratic Party,59,220
626,Democratic Party,50,506
626,Democratic Party,34,496
626,Democratic Party,93,532
626,Democratic Party,51,383
626,Democratic Party,30,171
626,Democratic Party,52,24
626,Democratic Party,,582
0,Democratic Party,38,496
0,Democratic Party,,162
0,Democratic Party,,90
0,Democratic Party,46,171
0,Democratic Party,,341
0,Democratic Party,,220
0,Democratic Party,35,582
0,Democratic Party,50,24
0,Democratic Party,50,25
0,Democratic Party,,143
0,Democratic Party,50,506
0,Democratic Party,50,359
0,Democratic Party,,313
0,Democratic Party,50,196
0,Democratic Party,94,532
0,Democratic Party,,466
0,Democratic Party,,141
0,Democratic Party,53,458
0,Democratic Party,47,528
0,Democratic Party,50,383
893,Democratic Party,,220
893,Democratic Party,,171
893,Democratic Party,,496
893,Democratic Party,,141
893,Democratic Party,,359
893,Democratic Party,,466
893,Democratic Party,50,528
893,Democratic Party,,143
893,Democratic Party,,162
893,Democratic Party,50,196
893,Democratic Party,,506
893,Democratic Party,,341
893,Democratic Party,17,532
893,Democratic Party,,313
893,Democratic Party,,90
893,Democratic Party,,383
893,Democratic Party,,24
893,Democratic Party,23,458
893,Democratic Party,,582
893,Democratic Party,,25
475,Democratic Party,15,359
475,Democratic Party,8,24
475,Democratic Party,25,383
475,Democratic Party,47,341
475,Democratic Party,39,90
475,Democratic Party,,506
475,Democratic Party,86,582
475,Democratic Party,41,196
475,Democratic Party,0,220
475,Democratic Party,64,458
475,Democratic Party,7,141
475,Democratic Party,0,313
475,Democratic Party,49,25
475,Democratic Party,16,528
475,Democratic Party,39,162
475,Democratic Party,45,466
475,Democratic Party,16,171
475,Democratic Party,9,532
475,Democratic Party,30,143
475,Democratic Party,43,496
561,Democratic Party,,313
561,Democratic Party,,162
561,Democratic Party,,466
561,Democratic Party,29,220
561,Democratic Party,,496
561,Democratic Party,81,582
561,Democratic Party,,171
561,Democratic Party,,341
561,Democratic Party,54,458
561,Democratic Party,,143
561,Democratic Party,57,528
561,Democratic Party,82,532
561,Democratic Party,60,196
561,Democratic Party,50,24
561,Democratic Party,,141
561,Democratic Party,,25
561,Democratic Party,,383
561,Democratic Party,,359
561,Democratic Party,,506
561,Democratic Party,,90
29,Democratic Party,89,532
29,Democratic Party,38,341
29,Democratic Party,21,141
29,Democratic Party,50,90
29,Democratic Party,4,24
29,Democratic Party,,496
29,Democratic Party,31,25
29,Democratic Party,42,162
29,Democratic Party,8,220
29,Democratic Party,,582
29,Democratic Party,8,359
29,Democratic Party,26,458
29,Democratic Party,50,506
29,Democratic Party,50,196
29,Democratic Party,5,171
29,Democratic Party,39,313
29,Democratic Party,43,383
29,Democratic Party,17,528
29,Democratic Party,37,466
29,Democratic Party,,143
664,Democratic Party,0,220
664,Democratic Party,40,24
664,Democratic Party,63,143
664,Democratic Party,50,196
664,Democratic Party,24,458
664,Democratic Party,,25
664,Democratic Party,39,313
664,Democratic Party,34,341
664,Democratic Party,30,359
664,Democratic Party,,141
664,Democratic Party,85,582
664,Democratic Party,,162
664,Democratic Party,49,383
664,Democratic Party,50,90
664,Democratic Party,39,171
664,Democratic Party,50,528
664,Democratic Party,,496
664,Democratic Party,,506
664,Democratic Party,,466
664,Democratic Party,88,532
820,Democratic Party,,466
820,Democratic Party,50,196
820,Democratic Party,,162
820,Democratic Party,,506
820,Democratic Party,28,25
820,Democratic Party,69,582
820,Democratic Party,,141
820,Democratic Party,37,458
820,Democratic Party,,341
820,Democratic Party,39,359
820,Democratic Party,42,313
820,Democratic Party,46,171
820,Democratic Party,,90
820,Democratic Party,,528
820,Democratic Party,88,532
820,Democratic Party,,496
820,Democratic Party,3,24
820,Democratic Party,,220
820,Democratic Party,50,383
820,Democratic Party,,143
242,Democratic Party,88,528
242,Democratic Party,17,143
242,Democratic Party,58,25
242,Democratic Party,5,220
242,Democratic Party,19,171
242,Democratic Party,0,90
242,Democratic Party,81,496
242,Democratic Party,33,359
242,Democratic Party,62,341
242,Democratic Party,22,383
242,Democratic Party,74,582
242,Democratic Party,22,313
242,Democratic Party,5,24
242,Democratic Party,29,162
242,Democratic Party,77,506
242,Democratic Party,50,196
242,Democratic Party,98,532
242,Democratic Party,20,458
242,Democratic Party,30,141
242,Democratic Party,4,466
190,Democratic Party,34,313
190,Democratic Party,42,383
190,Democratic Party,42,143
190,Democratic Party,17,528
190,Democratic Party,78,466
190,Democratic Party,50,25
190,Democratic Party,22,141
190,Democratic Party,60,496
190,Democratic Party,13,458
190,Democratic Party,50,506
190,Democratic Party,64,24
190,Democratic Party,36,162
190,Democratic Party,,532
190,Democratic Party,93,582
190,Democratic Party,23,341
190,Democratic Party,18,171
190,Democratic Party,59,90
190,Democratic Party,0,220
190,Democratic Party,50,359
190,Democratic Party,50,196
210,Democratic Party,63,24
210,Democratic Party,33,141
210,Democratic Party,78,90
210,Democratic Party,8,532
210,Democratic Party,55,313
210,Democratic Party,50,143
210,Democratic Party,53,466
210,Democratic Party,50,25
210,Democratic Party,0,220
210,Democratic Party,48,171
210,Democratic Party,17,341
210,Democratic Party,29,506
210,Democratic Party,30,458
210,Democratic Party,27,528
210,Democratic Party,42,162
210,Democratic Party,46,359
210,Democratic Party,50,196
210,Democratic Party,,582
210,Democratic Party,56,496
210,Democratic Party,56,383
762,Democratic Party,,24
762,Democratic Party,,143
762,Democratic Party,,582
762,Democratic Party,,141
762,Democratic Party,,90
762,Democratic Party,50,196
762,Democratic Party,22,458
762,Democratic Party,,528
762,Democratic Party,,506
762,Democratic Party,,466
762,Democratic Party,,313
762,Democratic Party,,25
762,Democratic Party,,383
762,Democratic Party,,496
762,Democratic Party,,171
762,Democratic Party,,359
762,Democratic Party,23,532
762,Democratic Party,,341
762,Democratic Party,,220
762,Democratic Party,,162
569,Democratic Party,37,341
569,Democratic Party,37,496
569,Democratic Party,23,24
569,Democratic Party,1,532
569,Democratic Party,41,162
569,Democratic Party,47,143
569,Democratic Party,24,383
569,Democratic Party,16,528
569,Democratic Party,27,359
569,Democratic Party,24,313
569,Democratic Party,31,506
569,Democratic Party,50,196
569,Democratic Party,74,466
569,Democratic Party,9,171
569,Democratic Party,61,25
569,Democratic Party,14,141
569,Democratic Party,16,220
569,Democratic Party,0,90
569,Democratic Party,,582
569,Democratic Party,40,458
560,Republican Party,,557
560,Republican Party,,3
560,Republican Party,59,26
560,Republican Party,24,45
560,Republican Party,50,106
560,Republican Party,,107
560,Republican Party,,182
560,Republican Party,,309
560,Republican Party,,129
560,Republican Party,,266
560,Republican Party,28,284
560,Republican Party,,367
560,Republican Party,,435
560,Republican Party,,408
560,Republican Party,76,381
560,Republican Party,50,119
560,Republican Party,40,508
560,Republican Party,,464
560,Republican Party,,166
560,Republican Party,,553
301,Republican Party,100,129
301,Republican Party,0,464
301,Republican Party,91,106
301,Republican Party,93,166
301,Republican Party,100,182
301,Republican Party,76,26
301,Republican Party,,3
301,Republican Party,72,284
301,Republican Party,75,408
301,Republican Party,96,435
301,Republican Party,100,119
301,Republican Party,92,381
301,Republican Party,78,107
301,Republican Party,23,508
301,Republican Party,75,367
301,Republican Party,85,309
301,Republican Party,76,557
301,Republican Party,100,266
301,Republican Party,77,553
301,Republican Party,100,45
125,Republican Party,63,45
125,Republican Party,67,107
125,Republican Party,100,182
125,Republican Party,93,166
125,Republican Party,,3
125,Republican Party,65,284
125,Republican Party,82,557
125,Republican Party,72,266
125,Republican Party,86,119
125,Republican Party,81,309
125,Republican Party,78,367
125,Republican Party,95,435
125,Republican Party,81,408
125,Republican Party,72,381
125,Republican Party,78,26
125,Republican Party,89,508
125,Republican Party,74,106
125,Republican Party,28,129
125,Republican Party,0,464
125,Republican Party,99,553
270,Republican Party,50,129
270,Republican Party,0,464
270,Republican Party,,381
270,Republican Party,,106
270,Republican Party,56,26
270,Republican Party,,367
270,Republican Party,51,435
270,Republican Party,64,166
270,Republican Party,,3
270,Republican Party,,408
270,Republican Party,50,107
270,Republican Party,71,182
270,Republican Party,37,553
270,Republican Party,,557
270,Republican Party,50,266
270,Republican Party,,284
270,Republican Party,74,45
270,Republican Party,50,119
270,Republican Party,76,508
270,Republican Party,47,309
737,Republican Party,58,508
737,Republican Party,50,166
737,Republican Party,78,26
737,Republican Party,50,284
737,Republican Party,,3
737,Republican Party,19,106
737,Republican Party,45,309
737,Republican Party,42,119
737,Republican Party,100,266
737,Republican Party,46,129
737,Republican Party,0,553
737,Republican Party,50,367
737,Republican Party,59,381
737,Republican Party,47,107
737,Republican Party,51,182
737,Republican Party,46,408
737,Republican Party,,435
737,Republican Party,100,464
737,Republican Party,,557
737,Republican Party,26,45
650,Republican Party,24,367
650,Republican Party,33,408
650,Republican Party,44,166
650,Republican Party,34,284
650,Republican Party,50,129
650,Republican Party,0,119
650,Republican Party,8,107
650,Republican Party,24,557
650,Republican Party,69,106
650,Republican Party,15,182
650,Republican Party,94,464
650,Republican Party,24,309
650,Republican Party,76,45
650,Republican Party,50,435
650,Republican Party,37,26
650,Republican Party,33,381
650,Republican Party,9,553
650,Republican Party,,3
650,Republican Party,45,508
650,Republican Party,10,266
112,Republican Party,77,26
112,Republican Party,70,284
112,Republican Party,94,106
112,Republican Party,74,107
112,Republican Party,95,557
112,Republican Party,75,266
112,Republican Party,94,166
112,Republican Party,100,119
112,Republican Party,61,381
112,Republican Party,94,508
112,Republican Party,100,182
112,Republican Party,94,367
112,Republican Party,92,3
112,Republican Party,83,309
112,Republican Party,80,408
112,Republican Party,90,464
112,Republican Party,93,45
112,Republican Party,100,553
112,Republican Party,95,435
112,Republican Party,65,129
558,Republican Party,,3
558,Republican Party,,553
558,Republican Party,,45
558,Republican Party,,381
558,Republican Party,,119
558,Republican Party,,557
558,Republican Party,65,129
558,Republican Party,,309
558,Republican Party,100,266
558,Republican Party,79,166
558,Republican Party,58,26
558,Republican Party,,367
558,Republican Party,50,106
558,Republican Party,81,107
558,Republican Party,,435
558,Republican Party,50,284
558,Republican Party,0,182
558,Republican Party,68,508
558,Republican Party,85,408
558,Republican Party,100,464
445,Republican Party,89,26
445,Republican Party,93,435
445,Republican Party,86,45
445,Republican Party,97,166
445,Republican Party,45,266
445,Republican Party,50,106
445,Republican Party,71,107
445,Republican Party,77,3
445,Republican Party,65,129
445,Republican Party,0,464
445,Republican Party,53,381
445,Republican Party,92,557
445,Republican Party,100,182
445,Republican Party,82,367
445,Republican Party,94,508
445,Republican Party,82,408
445,Republican Party,50,309
445,Republican Party,100,119
445,Republican Party,93,284
445,Republican Party,100,553
621,Republican Party,40,45
621,Republican Party,,435
621,Republican Party,50,107
621,Republican Party,50,553
621,Republican Party,,166
621,Republican Party,,381
621,Republican Party,39,408
621,Republican Party,,309
621,Republican Party,,3
621,Republican Party,62,266
621,Republican Party,51,284
621,Republican Party,,129
621,Republican Party,55,557
621,Republican Party,,367
621,Republican Party,50,106
621,Republican Party,100,464
621,Republican Party,45,508
621,Republican Party,75,119
621,Republican Party,64,26
621,Republican Party,48,182
645,Republican Party,50,107
645,Republican Party,,381
645,Republican Party,,266
645,Republican Party,73,26
645,Republican Party,,166
645,Republican Party,84,508
645,Republican Party,,408
645,Republican Party,25,45
645,Republican Party,,367
645,Republican Party,,119
645,Republican Party,,309
645,Republican Party,10,553
645,Republican Party,,3
645,Republican Party,25,106
645,Republican Party,,129
645,Republican Party,,435
645,Republican Party,,464
645,Republican Party,,182
645,Republican Party,,557
645,Republican Party,,284
196,Republican Party,74,367
196,Republican Party,62,508
196,Republican Party,,45
196,Republican Party,62,557
196,Republican Party,,3
196,Republican Party,74,107
196,Republican Party,70,182
196,Republican Party,100,266
196,Republican Party,48,106
196,Republican Party,57,166
196,Republican Party,50,129
196,Republican Party,81,119
196,Republican Party,,464
196,Republican Party,61,381
196,Republican Party,60,26
196,Republican Party,44,309
196,Republican Party,50,284
196,Republican Party,50,435
196,Republican Party,96,553
196,Republican Party,41,408
428,Republican Party,64,381
428,Republican Party,53,309
428,Republican Party,63,26
428,Republican Party,28,106
428,Republican Party,,119
428,Republican Party,,435
428,Republican Party,27,367
428,Republican Party,,182
428,Republican Party,38,45
428,Republican Party,,3
428,Republican Party,72,266
428,Republican Party,39,284
428,Republican Party,90,508
428,Republican Party,70,129
428,Republican Party,64,107
428,Republican Party,51,553
428,Republican Party,50,166
428,Republican Party,66,557
428,Republican Party,100,464
428,Republican Party,80,408
590,Republican Party,74,381
590,Republican Party,100,182
590,Republican Party,84,26
590,Republican Party,10,106
590,Republican Party,79,408
590,Republican Party,93,508
590,Republican Party,98,45
590,Republican Party,100,464
590,Republican Party,54,284
590,Republican Party,76,107
590,Republican Party,100,435
590,Republican Party,84,309
590,Republican Party,97,166
590,Republican Party,100,119
590,Republican Party,48,553
590,Republican Party,100,367
590,Republican Party,,3
590,Republican Party,85,557
590,Republican Party,97,266
590,Republican Party,58,129
728,Republican Party,43,129
728,Republican Party,63,45
728,Republican Party,35,284
728,Republican Party,78,107
728,Republican Party,61,26
728,Republican Party,,381
728,Republican Party,39,119
728,Republican Party,,3
728,Republican Party,,182
728,Republican Party,50,435
728,Republican Party,22,553
728,Republican Party,21,106
728,Republican Party,50,166
728,Republican Party,98,464
728,Republican Party,72,266
728,Republican Party,,367
728,Republican Party,26,408
728,Republican Party,72,508
728,Republican Party,41,309
728,Republican Party,,557
631,Democratic Party,,309
631,Democratic Party,43,129
631,Democratic Party,30,45
631,Democratic Party,65,381
631,Democratic Party,,182
631,Democratic Party,,557
631,Democratic Party,44,508
631,Democratic Party,,3
631,Democratic Party,,553
631,Democratic Party,,266
631,Democratic Party,,408
631,Democratic Party,47,107
631,Democratic Party,,367
631,Democratic Party,,435
631,Democratic Party,,119
631,Democratic Party,50,166
631,Democratic Party,49,106
631,Democratic Party,0,464
631,Democratic Party,50,284
631,Democratic Party,,26
781,Democratic Party,0,367
781,Democratic Party,36,557
781,Democratic Party,28,106
781,Democratic Party,37,26
781,Democratic Party,,435
781,Democratic Party,38,129
781,Democratic Party,92,464
781,Democratic Party,29,284
781,Democratic Party,36,266
781,Democratic Party,10,166
781,Democratic Party,28,408
781,Democratic Party,10,119
781,Democratic Party,3,553
781,Democratic Party,34,381
781,Democratic Party,13,107
781,Democratic Party,38,309
781,Democratic Party,0,182
781,Democratic Party,,3
781,Democratic Party,22,45
781,Democratic Party,,508
331,Democratic Party,70,45
331,Democratic Party,17,107
331,Democratic Party,24,557
331,Democratic Party,13,26
331,Democratic Party,0,119
331,Democratic Party,20,266
331,Democratic Party,0,367
331,Democratic Party,11,166
331,Democratic Party,2,435
331,Democratic Party,17,553
331,Democratic Party,0,129
331,Democratic Party,78,106
331,Democratic Party,4,464
331,Democratic Party,0,182
331,Democratic Party,27,381
331,Democratic Party,21,309
331,Democratic Party,22,408
331,Democratic Party,5,508
331,Democratic Party,,3
331,Democratic Party,76,284
378,Democratic Party,39,309
378,Democratic Party,,3
378,Democratic Party,,266
378,Democratic Party,33,166
378,Democratic Party,39,557
378,Democratic Party,50,107
378,Democratic Party,0,182
378,Democratic Party,58,106
378,Democratic Party,29,45
378,Democratic Party,,284
378,Democratic Party,50,367
378,Democratic Party,50,129
378,Democratic Party,,435
378,Democratic Party,100,464
378,Democratic Party,46,381
378,Democratic Party,46,508
378,Democratic Party,7,553
378,Democratic Party,39,119
378,Democratic Party,37,26
378,Democratic Party,31,408
897,Democratic Party,40,309
897,Democratic Party,,464
897,Democratic Party,38,129
897,Democratic Party,28,284
897,Democratic Party,15,45
897,Democratic Party,,3
897,Democratic Party,36,166
897,Democratic Party,17,367
897,Democratic Party,0,182
897,Democratic Party,0,553
897,Democratic Party,16,107
897,Democratic Party,45,106
897,Democratic Party,27,408
897,Democratic Party,1,266
897,Democratic Party,44,381
897,Democratic Party,38,557
897,Democratic Party,18,508
897,Democratic Party,32,26
897,Democratic Party,18,119
897,Democratic Party,7,435
371,Democratic Party,78,45
371,Democratic Party,,107
371,Democratic Party,12,435
371,Democratic Party,,553
371,Democratic Party,0,464
371,Democratic Party,,129
371,Democratic Party,51,182
371,Democratic Party,55,266
371,Democratic Party,,3
371,Democratic Party,,166
371,Democratic Party,,106
371,Democratic Party,58,284
371,Democratic Party,,381
371,Democratic Party,65,26
371,Democratic Party,,557
371,Democratic Party,8,119
371,Democratic Party,20,508
371,Democratic Party,75,367
371,Democratic Party,,309
371,Democratic Party,29,408
418,Democratic Party,50,129
418,Democratic Party,67,284
418,Democratic Party,0,182
418,Democratic Party,,3
418,Democratic Party,28,266
418,Democratic Party,45,26
418,Democratic Party,76,381
418,Democratic Party,25,107
418,Democratic Party,75,408
418,Democratic Party,36,106
418,Democratic Party,17,508
418,Democratic Party,45,309
418,Democratic Party,1,367
418,Democratic Party,44,45
418,Democratic Party,59,166
418,Democratic Party,12,553
418,Democratic Party,,435
418,Democratic Party,20,119
418,Democratic Party,,464
418,Democratic Party,42,557
523,Democratic Party,,553
523,Democratic Party,,464
523,Democratic Party,,119
523,Democratic Party,,381
523,Democratic Party,,408
523,Democratic Party,,166
523,Democratic Party,,182
523,Democratic Party,,45
523,Democratic Party,,129
523,Democratic Party,,107
523,Democratic Party,,435
523,Democratic Party,,266
523,Democratic Party,,3
523,Democratic Party,,367
523,Democratic Party,,284
523,Democratic Party,43,309
523,Democratic Party,52,106
523,Democratic Party,,557
523,Democratic Party,,26
523,Democratic Party,52,508
116,Democratic Party,45,309
116,Democratic Party,46,129
116,Democratic Party,21,107
116,Democratic Party,,182
116,Democratic Party,,408
116,Democratic Party,2,266
116,Democratic Party,,464
116,Democratic Party,0,553
116,Democratic Party,,381
116,Democratic Party,,557
116,Democratic Party,,367
116,Democratic Party,22,508
116,Democratic Party,,3
116,Democratic Party,,166
116,Democratic Party,88,435
116,Democratic Party,,119
116,Democratic Party,26,106
116,Democratic Party,,284
116,Democratic Party,0,45
116,Democratic Party,,26
899,Democratic Party,31,45
899,Democratic Party,61,119
899,Democratic Party,58,26
899,Democratic Party,48,107
899,Democratic Party,,381
899,Democratic Party,,129
899,Democratic Party,50,284
899,Democratic Party,48,309
899,Democratic Party,55,408
899,Democratic Party,54,508
899,Democratic Party,50,182
899,Democratic Party,,557
899,Democratic Party,100,464
899,Democratic Party,74,166
899,Democratic Party,50,367
899,Democratic Party,86,106
899,Democratic Party,17,266
899,Democratic Party,53,435
899,Democratic Party,68,553
899,Democratic Party,,3
406,Democratic Party,0,464
406,Democratic Party,0,129
406,Democratic Party,0,119
406,Democratic Party,6,106
406,Democratic Party,20,26
406,Democratic Party,22,266
406,Democratic Party,0,553
406,Democratic Party,71,45
406,Democratic Party,22,408
406,Democratic Party,10,107
406,Democratic Party,34,166
406,Democratic Party,7,508
406,Democratic Party,3,435
406,Democratic Party,0,367
406,Democratic Party,25,381
406,Democratic Party,15,309
406,Democratic Party,,3
406,Democratic Party,18,284
406,Democratic Party,0,182
406,Democratic Party,15,557
248,Democratic Party,33,26
248,Democratic Party,20,119
248,Democratic Party,20,284
248,Democratic Party,23,106
248,Democratic Party,28,129
248,Democratic Party,33,557
248,Democratic Party,10,508
248,Democratic Party,,3
248,Democratic Party,33,309
248,Democratic Party,67,45
248,Democratic Party,48,367
248,Democratic Party,73,408
248,Democratic Party,72,107
248,Democratic Party,1,266
248,Democratic Party,0,435
248,Democratic Party,11,182
248,Democratic Party,69,381
248,Democratic Party,41,166
248,Democratic Party,0,464
248,Democratic Party,19,553
656,Democratic Party,52,45
656,Democratic Party,44,129
656,Democratic Party,0,367
656,Democratic Party,34,106
656,Democratic Party,41,166
656,Democratic Party,33,309
656,Democratic Party,0,266
656,Democratic Party,,464
656,Democratic Party,36,408
656,Democratic Party,43,26
656,Democratic Party,44,284
656,Democratic Party,,3
656,Democratic Party,3,435
656,Democratic Party,43,381
656,Democratic Party,8,553
656,Democratic Party,0,182
656,Democratic Party,38,557
656,Democratic Party,31,107
656,Democratic Party,13,508
656,Democratic Party,20,119
13,Democratic Party,13,119
13,Democratic Party,11,106
13,Democratic Party,,182
13,Democratic Party,9,553
13,Democratic Party,,381
13,Democratic Party,68,107
13,Democratic Party,,266
13,Democratic Party,42,166
13,Democratic Party,46,309
13,Democratic Party,69,45
13,Democratic Party,11,557
13,Democratic Party,24,367
13,Democratic Party,,435
13,Democratic Party,,3
13,Democratic Party,20,508
13,Democratic Party,25,284
13,Democratic Party,24,129
13,Democratic Party,31,408
13,Democratic Party,100,464
13,Democratic Party,44,26
527,Democratic Party,19,284
527,Democratic Party,25,45
527,Democratic Party,30,309
527,Democratic Party,20,367
527,Democratic Party,,3
527,Democratic Party,24,107
527,Democratic Party,6,119
527,Democratic Party,0,266
527,Democratic Party,0,129
527,Democratic Party,7,106
527,Democratic Party,22,508
527,Democratic Party,24,26
527,Democratic Party,0,553
527,Democratic Party,14,381
